# Invoked by:
# $ caffeinate time python src/cpy/simulator.py -l 30 --latency=10 --bandwidth=50 --seek-rate=10000 --read-rate=50
# EXAMPLE_FILE_POSITIONS_LENGTHS_TUPAC_TR_003_svs:
#           $1      $2          $3       $4     $5          $6          $7          $8          $9      $10             $11
#greedy_length   Time(ms)     Hits     Miss    Hits%   Min. Bytes   Act. Bytes  Act. / Min.     sizeof Overhead  sizeof / Act.     GET Cost  Egress Cost   Total Cost Whole File Cost
              1  1197701.6        0    59858   0.000%       242436       242436     100.000%     242998     +562       100.232%     0.029929     0.000023     0.029952        0.055006
              2  1197709.1        0    59858   0.000%       242436       242436     100.000%     242998     +562       100.232%     0.029929     0.000023     0.029952        0.055006
              4  1197569.4        7    59851   0.012%       242436       242436     100.000%     242998     +562       100.232%     0.029926     0.000023     0.029948        0.055006
              8   600253.6    29863    29995  49.890%       242436       242440     100.002%     243002     +562       100.232%     0.014998     0.000023     0.015020        0.055006
             16   300945.3    44823    15035  74.882%       242436       242450     100.006%     243052     +602       100.248%     0.007517     0.000023     0.007540        0.055006
             32   150811.7    52327     7531  87.419%       242436       242482     100.019%     243084     +602       100.248%     0.003766     0.000023     0.003788        0.055006
             64    75731.7    56080     3778  93.688%       242436       242546     100.045%     243148     +602       100.248%     0.001889     0.000023     0.001912        0.055006
            128    38056.6    57963     1895  96.834%       242436       242740     100.125%     243262     +522       100.215%     0.000947     0.000023     0.000970        0.055006
            256    19209.3    58905      953  98.408%       242436       242996     100.231%     243518     +522       100.215%     0.000477     0.000023     0.000499        0.055006
            512     9724.2    59379      479  99.200%       242436       244878     101.007%     245400     +522       100.213%     0.000240     0.000023     0.000262        0.055006
           1024     5003.0    59615      243  99.594%       242436       248832     102.638%     249394     +562       100.226%     0.000121     0.000023     0.000145        0.055006
           2048     2649.7    59733      125  99.791%       242436       256000     105.595%     256562     +562       100.220%     0.000063     0.000024     0.000086        0.055006
           4096     1487.3    59791       67  99.888%       242436       274432     113.198%     274994     +562       100.205%     0.000034     0.000026     0.000059        0.055006
           8192      917.2    59820       38  99.937%       242436       311296     128.403%     311858     +562       100.181%     0.000019     0.000029     0.000048        0.055006
          16384      626.9    59835       23  99.962%       242436       376832     155.436%     377394     +562       100.149%     0.000012     0.000035     0.000047        0.055006
          32768      512.6    59842       16  99.973%       242436       524288     216.258%     524850     +562       100.107%     0.000008     0.000049     0.000057        0.055006
          65536      516.6    59845       13  99.978%       242436       851968     351.420%     852530     +562       100.066%     0.000007     0.000079     0.000086        0.055006
         131072      577.9    59847       11  99.982%       242436      1441792     594.710%    1442354     +562       100.039%     0.000005     0.000134     0.000140        0.055006
         262144      771.0    59848       10  99.983%       242436      2621440    1081.292%    2622002     +562       100.021%     0.000005     0.000244     0.000249        0.055006
         524288      671.9    59853        5  99.992%       242436      2621440    1081.292%    2621802     +362       100.014%     0.000003     0.000244     0.000247        0.055006
        1048576     1146.0    59853        5  99.992%       242436      5242880    2162.583%    5243242     +362       100.007%     0.000003     0.000488     0.000491        0.055006
        2097152     2904.0    59851        7  99.988%       242436     14680064    6055.233%   14680506     +442       100.003%     0.000003     0.001367     0.001371        0.055006
        4194304     3225.2    59854        4  99.993%       242436     16777216    6920.266%   16777538     +322       100.002%     0.000002     0.001563     0.001565        0.055006
 #Cost of downloading complete file [0.550054 GB]: GET: 0.000000 Egress: 0.055005 Total: 0.055006
