# # Invoked by:
# $ caffeinate time python src/cpy/simulator.py -l 30 --latency=10 --bandwidth=50 --seek-rate=10000 --read-rate=50
# EXAMPLE_FILE_POSITIONS_LENGTHS_TUPAC_TR_002_svs:
#           $1      $2          $3       $4     $5          $6          $7          $8          $9      $10             $11
#greedy_length   Time(ms)     Hits     Miss    Hits%   Min. Bytes   Act. Bytes  Act. / Min.     sizeof Overhead  sizeof / Act.     GET Cost  Egress Cost   Total Cost Whole File Cost
             1  1696415.5        0    84782   0.000%       483582       483582     100.000%     484184     +602       100.124%     0.042391     0.000045     0.042436        0.064183
             2  1696407.4        0    84782   0.000%       483582       483582     100.000%     484184     +602       100.124%     0.042391     0.000045     0.042436        0.064183
             4  1696286.2        6    84776   0.007%       483582       483582     100.000%     484184     +602       100.124%     0.042388     0.000045     0.042433        0.064183
             8   849381.9    42338    42444  49.937%       483582       483586     100.001%     484188     +602       100.124%     0.021222     0.000045     0.021267        0.064183
            16   425361.9    63532    21250  74.936%       483582       483604     100.005%     484246     +642       100.133%     0.010625     0.000045     0.010670        0.064183
            32   213004.5    74146    10636  87.455%       483582       483652     100.014%     484294     +642       100.133%     0.005318     0.000045     0.005363        0.064183
            64   106787.7    79455     5327  93.717%       483582       483749     100.035%     484351     +602       100.124%     0.002664     0.000045     0.002709        0.064183
           128    53671.7    82110     2672  96.848%       483582       484045     100.096%     484567     +522       100.108%     0.001336     0.000045     0.001381        0.064183
           256    27025.2    83442     1340  98.419%       483582       484465     100.183%     484987     +522       100.108%     0.000670     0.000045     0.000715        0.064183
           512    13720.4    84107      675  99.204%       483582       485963     100.492%     486485     +522       100.107%     0.000338     0.000045     0.000383        0.064183
          1024     7012.5    84442      340  99.599%       483582       488382     100.993%     488904     +522       100.107%     0.000170     0.000045     0.000215        0.064183
          2048     3678.8    84609      173  99.796%       483582       493502     102.051%     494024     +522       100.106%     0.000087     0.000046     0.000132        0.064183
          4096     2038.2    84691       91  99.893%       483582       507838     105.016%     508360     +522       100.103%     0.000046     0.000047     0.000093        0.064183
          8192     1221.9    84732       50  99.941%       483582       540606     111.792%     541128     +522       100.097%     0.000025     0.000050     0.000075        0.064183
         16384      835.2    84752       30  99.965%       483582       606142     125.344%     606664     +522       100.086%     0.000015     0.000056     0.000071        0.064183
         32768      636.2    84763       19  99.978%       483582       720830     149.061%     721352     +522       100.072%     0.000010     0.000067     0.000077        0.064183
         65536      584.4    84768       14  99.983%       483582       982974     203.269%     983496     +522       100.053%     0.000007     0.000092     0.000099        0.064183
        131072      637.8    84770       12  99.986%       483582      1507262     311.687%    1507784     +522       100.035%     0.000006     0.000140     0.000146        0.064183
        262144      802.1    84772       10  99.988%       483582      2621440     542.088%    2621962     +522       100.020%     0.000005     0.000244     0.000249        0.064183
        524288      705.6    84777        5  99.994%       483582      2621440     542.088%    2621802     +362       100.014%     0.000003     0.000244     0.000247        0.064183
       1048576      967.2    84778        4  99.995%       483582      4194304     867.341%    4194626     +322       100.008%     0.000002     0.000391     0.000393        0.064183
       2097152     1724.3    84778        4  99.995%       483582      8388608    1734.682%    8388930     +322       100.004%     0.000002     0.000781     0.000783        0.064183
       4194304     2465.1    84779        3  99.996%       483582     12582912    2602.022%   12583194     +282       100.002%     0.000002     0.001172     0.001173        0.064183
# Cost of downloading complete file [0.641827 GB]: GET: 0.000000 Egress: 0.064183 Total: 0.064183
